"Canal";"Canal Width";"Canal Depth";"Canal Fee";"Distance Using Canal";"Distance Not Using Canal";"Risk Of Piracy";"Applicable Loadline";"Start Port";"Start Port Port Limit";"Start Port Penalty for Greylisted Flag";"Start Port Ice Class Required";"Start Port Penalty for High Sulphur Fuel";"Start Port Bunker Price";"Start Port Port Tariff";"Start Port Waiting Time";"Start Port Loading Capacity";"Start Port Unloading Capacity";"Start Port Repair Costs";"Start Port Dock Size";"Start Port Yearly Port Trade";"End Port";"End Port Port Limit";"End Port Penalty for Greylisted Flag";"End Port Ice Class Required";"End Port Penalty for High Sulphur Fuel";"End Port Bunker Price";"End Port Port Tariff";"End Port Waiting Time";"End Port Loading Capacity";"End Port Unloading Capacity";"End Port Repair Costs";"End Port Dock Size";"End Port Yearly Port Trade"
"No";200;50;0;5348;5348;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35
"No";200;50;0;5462;5462;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Novorossiysk";13.2;FALSE;TRUE;FALSE;340;2.2;2.75;125;75;150;190000;1
"No";200;50;0;5592;5592;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Batumi";10.5;FALSE;TRUE;FALSE;414;2.2;4.17;12.5;12.5;400;0;4
"Panama";32.53;12.6;2;10582;14468;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Shanghai";22;FALSE;FALSE;FALSE;317;2.04;2.42;125;75;140;400000;500
"Panama";32.53;12.6;2;11290;13769;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Guangzhou";15;FALSE;FALSE;FALSE;334;2.04;1.92;125;75;140;200000;300
"Panama";32.53;12.6;2;10638;14848;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Dalian";10.8;FALSE;FALSE;FALSE;334;2.04;1.75;125;75;140;200000;267
"No";200;50;0;4474;4474;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Tubarao";22.3;FALSE;FALSE;FALSE;305;2.08;2.82;75;37.5;400;0;80
"No";200;50;0;5454;5454;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Rio Grande";12.29;FALSE;FALSE;FALSE;295;2.08;2.52;75;37.5;400;0;27
"No";200;50;0;6122;6122;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14
"Panama";32.53;12.6;2;9506;15191;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25
"Panama";32.53;12.6;2;9713;15136;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167
"Panama";32.53;12.6;2;10499;14786;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Incheon";15;FALSE;FALSE;FALSE;344;2;1.81;125;75;400;0;150
"No";200;50;0;3383;3383;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Rotterdam";22.5;FALSE;FALSE;FALSE;271;2.06;3.36;125;75;250;500000;430
"No";200;50;0;3289;3289;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Dunkirk";18;FALSE;FALSE;FALSE;305;2.06;2.54;125;75;270;190000;57
"No";200;50;0;2888;2888;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Cork";8.7;FALSE;FALSE;FALSE;418;2.06;2.48;37.5;12.5;280;25000;9
"No";200;50;0;3573;3573;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Wilhelmshaven";18.5;FALSE;FALSE;FALSE;277;2.06;2.17;125;75;250;45000;43
"Suez";77.5;20;2;8165;11368;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Mumbai";11.8;FALSE;FALSE;FALSE;329;2.08;4.27;125;75;90;50000;57
"Suez";77.5;20;2;9810;12258;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Kolkata";8.7;FALSE;FALSE;FALSE;357;2.08;2.13;125;75;90;35000;57
"Suez";77.5;20;2;7978;11440;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Karachi";10.75;FALSE;FALSE;FALSE;340;2.08;3.67;125;75;90;26000;38
"No";200;50;0;4847;4847;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Izmir";10;FALSE;FALSE;FALSE;371;2.06;2.47;125;75;400;0;12
"No";200;50;0;3896;3896;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Marseille";11;FALSE;FALSE;FALSE;294;2.06;4.21;125;75;270;500000;86
"No";200;50;0;3022;3022;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Gijon";17.9;FALSE;FALSE;FALSE;305;2.06;4.05;75;37.5;400;0;15
"Suez";77.5;20;2;8010;11523;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Mina Saqr";12.2;FALSE;FALSE;FALSE;364;2.06;5.01;37.5;12.5;400;0;66
"Suez";77.5;20;2;7711;11224;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Mina Qaboos";13;FALSE;FALSE;FALSE;364;2.06;3.01;125;75;400;0;14
"Suez";77.5;20;2;5842;11422;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Jeddah";13.5;FALSE;FALSE;FALSE;364;2.06;3;75;37.5;160;45000;52
"No";200;50;0;3187;3187;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Tanger";16;FALSE;FALSE;FALSE;371;2.06;3.96;37.5;12.5;400;0;12
"No";200;50;0;3136;3136;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Nouadhibou";16.15;FALSE;FALSE;FALSE;426;2.06;4.32;75;37.5;400;0;17
"No";200;50;0;5004;5004;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34
"No";200;50;0;1964;1964;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88
"No";200;50;0;0;0;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78
"Panama";32.53;12.6;2;4813;12842;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3
"Panama";32.53;12.6;2;5867;13907;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Portland";12.3;FALSE;FALSE;FALSE;340;2.1;2.44;125;75;260;81000;15
"Suez";77.5;20;2;11222;11954;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Dampier";18;FALSE;FALSE;FALSE;429;2.06;4.79;125;12.5;400;0;171
"Panama";32.53;12.6;2;9654;12829;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Newcastle";16.2;FALSE;FALSE;FALSE;419;2.06;3.15;75;37.5;400;0;91
"Panama";32.53;12.6;2;9927;12861;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Melbourne";12.1;FALSE;FALSE;FALSE;439;2.06;3.96;37.5;12.5;270;20000;80
"Suez";77.5;20;2;10158;12405;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Pasir Gudang";12.5;FALSE;FALSE;FALSE;296;2.04;1.99;75;37.5;160;450000;43
"Suez";77.5;20;2;10964;13188;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Sihanoukville";10.5;FALSE;FALSE;FALSE;309;2.04;2.48;75;12.5;400;0;2
"Suez";77.5;20;2;11455;13566;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Hai Phong";8.5;FALSE;FALSE;FALSE;333;2.04;2.87;75;37.5;90;14000;19
"No";200;50;0;6228;6228;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Walvis Bay";14;FALSE;FALSE;FALSE;481;2.2;3.84;125;37.5;240;7500;8
"No";200;50;0;7569;7569;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Richards Bay";17.5;FALSE;FALSE;FALSE;327;2.2;2.56;75;12.5;400;0;83
"No";200;50;0;6789;6789;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13
"Panama";32.53;12.6;2;4813;8297;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3
"Panama";32.53;12.6;2;4655;8500;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"San Antonio";13.5;FALSE;FALSE;FALSE;364;2.1;4.07;75;12.5;400;0;13
"Panama";32.53;12.6;2;2491;10585;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Esmeraldas";11;FALSE;FALSE;FALSE;421;2.1;2.01;0;0;400;0;1
"No";200;50;0;3713;3713;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Kamsar";230;FALSE;FALSE;FALSE;393;2.26;3.88;125;75;400;0;19
"No";200;50;0;4758;4758;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Lome";11.5;FALSE;FALSE;FALSE;372;2.26;1.94;75;37.5;400;0;1
"No";200;50;0;5333;5333;0;"WNA";"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78;"Port-Gentil";10.5;FALSE;FALSE;FALSE;393;2.26;2.75;12.5;12.5;400;0;4
"Panama";32.53;12.6;2;7878;13786;0;"WNA";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Gothenburg";7.4;FALSE;TRUE;FALSE;294;2.1;1.92;125;75;270;24000;60
"Panama";32.53;12.6;2;8251;14159;0;"WNA";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Gdansk";15;FALSE;TRUE;FALSE;294;2.1;2.17;75;37.5;180;135000;24
"Panama";32.53;12.6;2;8514;14246;0;"WNA";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41
"Panama";32.53;12.6;2;8094;8094;0;"WNA";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10
"Panama";32.53;12.6;2;9308;14428;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35
"Panama";32.53;12.6;2;9422;14368;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Novorossiysk";13.2;FALSE;TRUE;FALSE;340;2.2;2.75;125;75;150;190000;1
"Panama";32.53;12.6;2;9552;14672;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Batumi";10.5;FALSE;TRUE;FALSE;414;2.2;4.17;12.5;12.5;400;0;4
"No";200;50;0;5840;5840;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Shanghai";22;FALSE;FALSE;FALSE;317;2.04;2.42;125;75;140;400000;500
"No";200;50;0;6567;6567;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Guangzhou";15;FALSE;FALSE;FALSE;334;2.04;1.92;125;75;140;200000;300
"No";200;50;0;5196;5196;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Dalian";10.8;FALSE;FALSE;FALSE;334;2.04;1.75;125;75;140;200000;267
"Panama";32.53;12.6;2;6818;8397;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Tubarao";22.3;FALSE;FALSE;FALSE;305;2.08;2.82;75;37.5;400;0;80
"No";200;50;0;7286;7286;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Rio Grande";12.29;FALSE;FALSE;FALSE;295;2.08;2.52;75;37.5;400;0;27
"No";200;50;0;6717;6717;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14
"No";200;50;0;4870;4870;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25
"No";200;50;0;4985;4985;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167
"No";200;50;0;5760;5760;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Incheon";15;FALSE;FALSE;FALSE;344;2;1.81;125;75;400;0;150
"Panama";32.53;12.6;2;7642;13342;0;"WNA";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Rotterdam";22.5;FALSE;FALSE;FALSE;271;2.06;3.36;125;75;250;500000;430
"Panama";32.53;12.6;2;7548;7548;0;"WNA";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Dunkirk";18;FALSE;FALSE;FALSE;305;2.06;2.54;125;75;270;190000;57
"Panama";32.53;12.6;2;7171;13031;0;"WNA";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Cork";8.7;FALSE;FALSE;FALSE;418;2.06;2.48;37.5;12.5;280;25000;9
"Panama";32.53;12.6;2;7839;7839;0;"WNA";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Wilhelmshaven";18.5;FALSE;FALSE;FALSE;277;2.06;2.17;125;75;250;45000;43
"No";200;50;0;10222;10222;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Mumbai";11.8;FALSE;FALSE;FALSE;329;2.08;4.27;125;75;90;50000;57
"No";200;50;0;9437;9437;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Kolkata";8.7;FALSE;FALSE;FALSE;357;2.08;2.13;125;75;90;35000;57
"No";200;50;0;10674;10674;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Karachi";10.75;FALSE;FALSE;FALSE;340;2.08;3.67;125;75;90;26000;38
"Panama";32.53;12.6;2;8807;13927;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Izmir";10;FALSE;FALSE;FALSE;371;2.06;2.47;125;75;400;0;12
"Panama";32.53;12.6;2;7856;12976;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Marseille";11;FALSE;FALSE;FALSE;294;2.06;4.21;125;75;270;500000;86
"Panama";32.53;12.6;2;7182;12721;0;"WNA";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Gijon";17.9;FALSE;FALSE;FALSE;305;2.06;4.05;75;37.5;400;0;15
"No";200;50;0;11217;11217;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Mina Saqr";12.2;FALSE;FALSE;FALSE;364;2.06;5.01;37.5;12.5;400;0;66
"No";200;50;0;10929;10929;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Mina Qaboos";13;FALSE;FALSE;FALSE;364;2.06;3.01;125;75;400;0;14
"Panama";32.53;12.6;2;9802;12108;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Jeddah";13.5;FALSE;FALSE;FALSE;364;2.06;3;75;37.5;160;45000;52
"Panama";32.53;12.6;2;7147;12267;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Tanger";16;FALSE;FALSE;FALSE;371;2.06;3.96;37.5;12.5;400;0;12
"Panama";32.53;12.6;2;6552;11155;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Nouadhibou";16.15;FALSE;FALSE;FALSE;426;2.06;4.32;75;37.5;400;0;17
"Panama";32.53;12.6;2;8964;14084;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34
"Panama";32.53;12.6;2;4381;13469;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88
"Panama";32.53;12.6;2;4813;12842;0;"WNA";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78
"No";200;50;0;0;0;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3
"No";200;50;0;1107;1107;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Portland";12.3;FALSE;FALSE;FALSE;340;2.1;2.44;125;75;260;81000;15
"No";200;50;0;8072;8072;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Dampier";18;FALSE;FALSE;FALSE;429;2.06;4.79;125;12.5;400;0;171
"No";200;50;0;6504;6504;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Newcastle";16.2;FALSE;FALSE;FALSE;419;2.06;3.15;75;37.5;400;0;91
"No";200;50;0;7002;7002;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Melbourne";12.1;FALSE;FALSE;FALSE;439;2.06;3.96;37.5;12.5;270;20000;80
"No";200;50;0;7791;7791;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Pasir Gudang";12.5;FALSE;FALSE;FALSE;296;2.04;1.99;75;37.5;160;450000;43
"No";200;50;0;7881;7881;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Sihanoukville";10.5;FALSE;FALSE;FALSE;309;2.04;2.48;75;12.5;400;0;2
"No";200;50;0;7093;7093;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Hai Phong";8.5;FALSE;FALSE;FALSE;333;2.04;2.87;75;37.5;90;14000;19
"Panama";32.53;12.6;2;8880;10266;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Walvis Bay";14;FALSE;FALSE;FALSE;481;2.2;3.84;125;37.5;240;7500;8
"No";200;50;0;10035;10035;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Richards Bay";17.5;FALSE;FALSE;FALSE;327;2.2;2.56;75;12.5;400;0;83
"No";200;50;0;9325;9325;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13
"No";200;50;0;4823;4823;0;"WNA";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3
"No";200;50;0;4720;4720;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"San Antonio";13.5;FALSE;FALSE;FALSE;364;2.1;4.07;75;12.5;400;0;13
"No";200;50;0;2890;2890;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Esmeraldas";11;FALSE;FALSE;FALSE;421;2.1;2.01;0;0;400;0;1
"Panama";32.53;12.6;2;6790;10650;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Kamsar";230;FALSE;FALSE;FALSE;393;2.26;3.88;125;75;400;0;19
"Panama";32.53;12.6;2;7762;10965;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Lome";11.5;FALSE;FALSE;FALSE;372;2.26;1.94;75;37.5;400;0;1
"Panama";32.53;12.6;2;8227;10906;0;"Design";"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3;"Port-Gentil";10.5;FALSE;FALSE;FALSE;393;2.26;2.75;12.5;12.5;400;0;4
"Panama";32.53;12.6;2;8932;14851;0;"WNA";"Portland";12.3;FALSE;FALSE;FALSE;340;2.1;2.44;125;75;260;81000;15;"Gothenburg";7.4;FALSE;TRUE;FALSE;294;2.1;1.92;125;75;270;24000;60
"Panama";32.53;12.6;2;9305;15224;0;"WNA";"Portland";12.3;FALSE;FALSE;FALSE;340;2.1;2.44;125;75;260;81000;15;"Gdansk";15;FALSE;TRUE;FALSE;294;2.1;2.17;75;37.5;180;135000;24
"Panama";32.53;12.6;2;9568;15319;0;"WNA";"Portland";12.3;FALSE;FALSE;FALSE;340;2.1;2.44;125;75;260;81000;15;"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41
"Panama";32.53;12.6;2;9148;14899;0;"WNA";"Portland";12.3;FALSE;FALSE;FALSE;340;2.1;2.44;125;75;260;81000;15;"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10
"Panama";32.53;12.6;2;10362;15493;0;"Design";"Portland";12.3;FALSE;FALSE;FALSE;340;2.1;2.44;125;75;260;81000;15;"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35
"Panama";32.53;12.6;2;10476;15441;0;"Design";"Portland";12.3;FALSE;FALSE;FALSE;340;2.1;2.44;125;75;260;81000;15;"Novorossiysk";13.2;FALSE;TRUE;FALSE;340;2.2;2.75;125;75;150;190000;1
"Panama";32.53;12.6;2;10606;15737;0;"Design";"Portland";12.3;FALSE;FALSE;FALSE;340;2.1;2.44;125;75;260;81000;15;"Batumi";10.5;FALSE;TRUE;FALSE;414;2.2;4.17;12.5;12.5;400;0;4
"No";200;50;0;5150;5150;0;"Design";"Portland";12.3;FALSE;FALSE;FALSE;340;2.1;2.44;125;75;260;81000;15;"Shanghai";22;FALSE;FALSE;FALSE;317;2.04;2.42;125;75;140;400000;500
"No";200;50;0;5876;5876;0;"Design";"Portland";12.3;FALSE;FALSE;FALSE;340;2.1;2.44;125;75;260;81000;15;"Guangzhou";15;FALSE;FALSE;FALSE;334;2.04;1.92;125;75;140;200000;300
"No";200;50;0;5889;5889;0;"Design";"Portland";12.3;FALSE;FALSE;FALSE;340;2.1;2.44;125;75;260;81000;15;"Dalian";10.8;FALSE;FALSE;FALSE;334;2.04;1.75;125;75;140;200000;267
"Panama";32.53;12.6;2;7872;9462;0;"Design";"Portland";12.3;FALSE;FALSE;FALSE;340;2.1;2.44;125;75;260;81000;15;"Tubarao";22.3;FALSE;FALSE;FALSE;305;2.08;2.82;75;37.5;400;0;80
"No";200;50;0;8558;8558;0;"Design";"Portland";12.3;FALSE;FALSE;FALSE;340;2.1;2.44;125;75;260;81000;15;"Rio Grande";12.29;FALSE;FALSE;FALSE;295;2.08;2.52;75;37.5;400;0;27
"No";200;50;0;8031;8031;0;"Design";"Portland";12.3;FALSE;FALSE;FALSE;340;2.1;2.44;125;75;260;81000;15;"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14
"No";200;50;0;4175;4175;0;"Design";"Portland";12.3;FALSE;FALSE;FALSE;340;2.1;2.44;125;75;260;81000;15;"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25
"No";200;50;0;4317;4317;0;"Design";"Portland";12.3;FALSE;FALSE;FALSE;340;2.1;2.44;125;75;260;81000;15;"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167
"No";200;50;0;5101;5101;0;"Design";"Portland";12.3;FALSE;FALSE;FALSE;340;2.1;2.44;125;75;260;81000;15;"Incheon";15;FALSE;FALSE;FALSE;344;2;1.81;125;75;400;0;150
